,open,high,low,close,adjclose,volume,ticker
1981-04-08,0.1205357164144516,0.1216517835855484,0.1205357164144516,0.1205357164144516,0.0950973704457283,21952000.0,AAPL
1981-04-09,0.1227678582072258,0.1233258917927742,0.1227678582072258,0.1227678582072258,0.09685841202735901,12499200.0,AAPL
1981-04-10,0.1244419664144516,0.125,0.1244419664144516,0.1244419664144516,0.09817921370267868,33465600.0,AAPL
1981-04-13,0.1244419664144516,0.125,0.1244419664144516,0.1244419664144516,0.09817921370267868,16060800.0,AAPL
1981-04-14,0.1244419664144516,0.125,0.1244419664144516,0.1244419664144516,0.09817921370267868,6652800.0,AAPL
1981-04-15,0.1188616082072258,0.1188616082072258,0.1183035746216774,0.1183035746216774,0.0933363139629364,34048000.0,AAPL
1981-04-16,0.1121651753783226,0.1121651753783226,0.1116071417927742,0.1116071417927742,0.08805312216281891,23878400.0,AAPL
1981-04-20,0.1149553582072258,0.1155133917927742,0.1149553582072258,0.1149553582072258,0.09069472551345825,35347200.0,AAPL
1981-04-21,0.1227678582072258,0.1233258917927742,0.1227678582072258,0.1227678582072258,0.09685841202735901,28537600.0,AAPL
1981-04-22,0.1272321492433548,0.1277901828289032,0.1272321492433548,0.1272321492433548,0.10038053244352341,18995200.0,AAPL
1981-04-23,0.1305803507566452,0.1311383992433548,0.1305803507566452,0.1305803507566452,0.10302212834358215,58016000.0,AAPL
1981-04-24,0.1305803507566452,0.1305803507566452,0.1294642835855484,0.1294642835855484,0.10214157402515411,35056000.0,AAPL
1981-04-27,0.12890625,0.12890625,0.1283482164144516,0.1283482164144516,0.10126106441020966,38528000.0,AAPL
1981-04-28,0.1266741007566452,0.1266741007566452,0.1261160671710968,0.1261160671710968,0.09950001537799835,32188800.0,AAPL
1981-04-29,0.125,0.125,0.1244419664144516,0.1244419664144516,0.09817921370267868,13641600.0,AAPL
1981-04-30,0.1266741007566452,0.1277901828289032,0.1266741007566452,0.1266741007566452,0.09994027018547058,12611200.0,AAPL
1981-05-01,0.1266741007566452,0.1277901828289032,0.1266741007566452,0.1266741007566452,0.09994027018547058,16553600.0,AAPL
1981-05-04,0.1266741007566452,0.1266741007566452,0.1261160671710968,0.1261160671710968,0.09950001537799835,14448000.0,AAPL
1981-05-05,0.1261160671710968,0.1261160671710968,0.1255580335855484,0.1255580335855484,0.09905976057052612,17539200.0,AAPL
1981-05-06,0.1227678582072258,0.1227678582072258,0.1222098246216774,0.1222098246216774,0.09641817212104797,18950400.0,AAPL
1981-05-07,0.1238839253783226,0.1244419664144516,0.1238839253783226,0.1238839253783226,0.09773894399404526,9363200.0,AAPL
1981-05-08,0.125,0.1255580335855484,0.125,0.125,0.09861946851015091,7907200.0,AAPL
1981-05-11,0.1227678582072258,0.1227678582072258,0.1222098246216774,0.1222098246216774,0.09641817212104797,11939200.0,AAPL
1981-05-12,0.1222098246216774,0.1238839253783226,0.1222098246216774,0.1222098246216774,0.09641817212104797,4256000.0,AAPL
1981-05-13,0.1222098246216774,0.1233258917927742,0.1216517835855484,0.1216517835855484,0.09597791731357574,4905600.0,AAPL
1981-05-14,0.12109375,0.12109375,0.1199776753783226,0.1199776753783226,0.09465710073709488,4928000.0,AAPL
1981-05-15,0.1227678582072258,0.1244419664144516,0.1227678582072258,0.1227678582072258,0.09685841202735901,4905600.0,AAPL
1981-05-18,0.125,0.1261160671710968,0.125,0.125,0.09861946851015091,4166400.0,AAPL
1981-05-19,0.1233258917927742,0.1233258917927742,0.1227678582072258,0.1227678582072258,0.09685841202735901,25424000.0,AAPL
1981-05-20,0.1266741007566452,0.1277901828289032,0.1266741007566452,0.1266741007566452,0.09994027018547058,13283200.0,AAPL
1981-05-21,0.1339285671710968,0.1344866007566452,0.1339285671710968,0.1339285671710968,0.1056637316942215,32211200.0,AAPL
1981-05-22,0.1400669664144516,0.1411830335855484,0.1400669664144516,0.1400669664144516,0.11050663888454437,31427200.0,AAPL
1981-05-26,0.1400669664144516,0.1400669664144516,0.1395089328289032,0.1395089328289032,0.11006638407707214,85344000.0,AAPL
1981-05-27,0.1473214328289032,0.1478794664144516,0.1473214328289032,0.1473214328289032,0.11623012274503708,149497600.0,AAPL
1981-05-28,0.1473214328289032,0.1478794664144516,0.1473214328289032,0.1473214328289032,0.11623012274503708,73987200.0,AAPL
1981-05-29,0.1478794664144516,0.1484375,0.1478794664144516,0.1478794664144516,0.11667036265134811,59382400.0,AAPL
1981-06-01,0.1478794664144516,0.1484375,0.1478794664144516,0.1478794664144516,0.11667036265134811,51251200.0,AAPL
1981-06-02,0.1411830335855484,0.1411830335855484,0.140625,0.140625,0.11094694584608078,40432000.0,AAPL
1981-06-03,0.140625,0.1417410671710968,0.140625,0.140625,0.11094694584608078,39446400.0,AAPL
1981-06-04,0.1434151828289032,0.1439732164144516,0.1434151828289032,0.1434151828289032,0.1131482794880867,56067200.0,AAPL
1981-06-05,0.1417410671710968,0.1417410671710968,0.1411830335855484,0.1411830335855484,0.11138718575239182,57680000.0,AAPL
1981-06-08,0.13671875,0.13671875,0.1361607164144516,0.1361607164144516,0.1074247881770134,93497600.0,AAPL
1981-06-09,0.1389508992433548,0.1395089328289032,0.1389508992433548,0.1389508992433548,0.1096261665225029,119593600.0,AAPL
1981-06-10,0.140625,0.1422991007566452,0.140625,0.140625,0.11094694584608078,25222400.0,AAPL
1981-06-11,0.1467633992433548,0.1473214328289032,0.1467633992433548,0.1467633992433548,0.11578986048698425,38976000.0,AAPL
1981-06-12,0.1456473171710968,0.1456473171710968,0.1450892835855484,0.1450892835855484,0.11446907371282578,25804800.0,AAPL
1981-06-15,0.1450892835855484,0.1450892835855484,0.14453125,0.14453125,0.11402881145477295,143763200.0,AAPL
1981-06-16,0.1422991007566452,0.1422991007566452,0.1417410671710968,0.1417410671710968,0.11182741820812225,37251200.0,AAPL
1981-06-17,0.1400669664144516,0.1400669664144516,0.1395089328289032,0.1395089328289032,0.11006638407707214,27574400.0,AAPL
1981-06-18,0.1395089328289032,0.1400669664144516,0.1389508992433548,0.1389508992433548,0.1096261665225029,23049600.0,AAPL
1981-06-19,0.1356026828289032,0.1356026828289032,0.1350446492433548,0.1350446492433548,0.10654428601264954,27507200.0,AAPL
1981-06-22,0.1305803507566452,0.1305803507566452,0.1300223171710968,0.1300223171710968,0.10258189588785172,10841600.0,AAPL
1981-06-23,0.1322544664144516,0.1333705335855484,0.1322544664144516,0.1322544664144516,0.10434294492006302,15030400.0,AAPL
1981-06-24,0.1300223171710968,0.1300223171710968,0.12890625,0.12890625,0.10170135647058487,23027200.0,AAPL
1981-06-25,0.1316964328289032,0.1322544664144516,0.1316964328289032,0.1316964328289032,0.1039026528596878,24259200.0,AAPL
1981-06-26,0.1311383992433548,0.1311383992433548,0.1300223171710968,0.1300223171710968,0.10258189588785172,23788800.0,AAPL
1981-06-29,0.1266741007566452,0.1266741007566452,0.1255580335855484,0.1255580335855484,0.09905976057052612,10595200.0,AAPL
1981-06-30,0.1166294664144516,0.1166294664144516,0.1160714253783226,0.1160714253783226,0.09157522767782211,35907200.0,AAPL
1981-07-01,0.1155133917927742,0.1155133917927742,0.1149553582072258,0.1149553582072258,0.09069472551345825,170464000.0,AAPL
1981-07-02,0.1149553582072258,0.1155133917927742,0.1149553582072258,0.1149553582072258,0.09069472551345825,30284800.0,AAPL
1981-07-06,0.1121651753783226,0.1121651753783226,0.1110491082072258,0.1110491082072258,0.08761285245418549,16531200.0,AAPL
1981-07-07,0.1121651753783226,0.11328125,0.1121651753783226,0.1121651753783226,0.08849337697029114,15836800.0,AAPL
1981-07-08,0.1166294664144516,0.1171875,0.1166294664144516,0.1166294664144516,0.09201551973819733,16620800.0,AAPL
1981-07-09,0.1082589253783226,0.1082589253783226,0.1077008917927742,0.1077008917927742,0.08497123420238495,32883200.0,AAPL
1981-07-10,0.0998883917927742,0.0998883917927742,0.0993303582072258,0.0993303582072258,0.07836726307868958,55171200.0,AAPL
1981-07-13,0.1015625,0.1021205335855484,0.1015625,0.1015625,0.08012837171554565,45740800.0,AAPL
1981-07-14,0.1060267835855484,0.1071428582072258,0.1060267835855484,0.1060267835855484,0.08365046977996826,19779200.0,AAPL
1981-07-15,0.1088169664144516,0.109375,0.1088169664144516,0.1088169664144516,0.08585179597139359,10953600.0,AAPL
1981-07-16,0.1116071417927742,0.1127232164144516,0.1116071417927742,0.1116071417927742,0.08805312216281891,15232000.0,AAPL
1981-07-17,0.1155133917927742,0.1160714253783226,0.1155133917927742,0.1155133917927742,0.09113498777151108,19824000.0,AAPL
1981-07-20,0.1082589253783226,0.1082589253783226,0.1077008917927742,0.1077008917927742,0.08497123420238495,23654400.0,AAPL
1981-07-21,0.1077008917927742,0.1077008917927742,0.1071428582072258,0.1071428582072258,0.08453100174665451,31942400.0,AAPL
1981-07-22,0.1021205335855484,0.1021205335855484,0.1010044664144516,0.1010044664144516,0.07968806475400925,22668800.0,AAPL
1981-07-23,0.1037946417927742,0.1043526753783226,0.1037946417927742,0.1037946417927742,0.08188940584659576,34451200.0,AAPL
1981-07-24,0.1071428582072258,0.1077008917927742,0.1071428582072258,0.1071428582072258,0.08453100174665451,28851200.0,AAPL
1981-07-27,0.1116071417927742,0.1121651753783226,0.1116071417927742,0.1116071417927742,0.08805312216281891,17337600.0,AAPL
1981-07-28,0.1082589253783226,0.1082589253783226,0.1077008917927742,0.1077008917927742,0.08497123420238495,22848000.0,AAPL
1981-07-29,0.1065848246216774,0.1065848246216774,0.1060267835855484,0.1060267835855484,0.08365046977996826,15500800.0,AAPL
1981-07-30,0.1099330335855484,0.1110491082072258,0.1099330335855484,0.1099330335855484,0.08673231303691864,9900800.0,AAPL
1981-07-31,0.1116071417927742,0.1121651753783226,0.1116071417927742,0.1116071417927742,0.08805312216281891,10953600.0,AAPL
1981-08-03,0.1116071417927742,0.1116071417927742,0.1104910746216774,0.1104910746216774,0.08717259019613266,12432000.0,AAPL
1981-08-04,0.1121651753783226,0.1127232164144516,0.1121651753783226,0.1121651753783226,0.08849337697029114,31673600.0,AAPL
1981-08-05,0.1155133917927742,0.1160714253783226,0.1155133917927742,0.1155133917927742,0.09113498777151108,17494400.0,AAPL
1981-08-06,0.11328125,0.11328125,0.1127232164144516,0.1127232164144516,0.08893363177776337,10528000.0,AAPL
1981-08-07,0.1127232164144516,0.11328125,0.1127232164144516,0.1127232164144516,0.08893363177776337,9206400.0,AAPL
1981-08-10,,,,,,,AAPL
1981-08-11,0.1104910746216774,0.1104910746216774,0.109375,0.109375,0.0862920731306076,71456000.0,AAPL
1981-08-12,0.1077008917927742,0.1077008917927742,0.1071428582072258,0.1071428582072258,0.08453100174665451,26275200.0,AAPL
1981-08-13,0.1043526753783226,0.1043526753783226,0.1037946417927742,0.1037946417927742,0.08188940584659576,27484800.0,AAPL
1981-08-14,0.1032366082072258,0.1032366082072258,0.1021205335855484,0.1021205335855484,0.08056860417127609,24192000.0,AAPL
1981-08-17,0.0998883917927742,0.0998883917927742,0.0987723246216774,0.0987723246216774,0.07792703062295914,18905600.0,AAPL
1981-08-18,0.09765625,0.09765625,0.0965401753783226,0.0965401753783226,0.07616597414016724,17001600.0,AAPL
1981-08-19,0.0965401753783226,0.0965401753783226,0.0954241082072258,0.0954241082072258,0.075285404920578,20675200.0,AAPL
1981-08-20,0.0965401753783226,0.0970982164144516,0.0965401753783226,0.0965401753783226,0.07616597414016724,17113600.0,AAPL
1981-08-21,0.0909598246216774,0.0909598246216774,0.08984375,0.08984375,0.07088276743888855,41910400.0,AAPL
1981-08-24,0.0848214253783226,0.0848214253783226,0.0842633917927742,0.0842633917927742,0.06648009270429611,23072000.0,AAPL
1981-08-25,0.0864955335855484,0.0870535746216774,0.0864955335855484,0.0864955335855484,0.0682411715388298,40700800.0,AAPL
1981-08-26,0.0853794664144516,0.0853794664144516,0.0848214253783226,0.0848214253783226,0.06692036986351013,33600000.0,AAPL
1981-08-27,0.0853794664144516,0.0859375,0.0853794664144516,0.0853794664144516,0.06736062467098236,25916800.0,AAPL
1981-08-28,0.08984375,0.0904017835855484,0.08984375,0.08984375,0.07088276743888855,38035200.0,AAPL
1981-08-31,0.08984375,0.0904017835855484,0.08984375,0.08984375,0.07088276743888855,40947200.0,AAPL
1981-09-01,0.0954241082072258,0.0959821417927742,0.0954241082072258,0.0954241082072258,0.075285404920578,37027200.0,AAPL
1981-09-02,0.0970982164144516,0.09765625,0.0970982164144516,0.0970982164144516,0.07660621404647827,19376000.0,AAPL
1981-09-03,0.0931919664144516,0.0931919664144516,0.0920758917927742,0.0920758917927742,0.07264380156993866,37475200.0,AAPL
1981-09-04,0.0915178582072258,0.0915178582072258,0.0909598246216774,0.0909598246216774,0.0717632919549942,15254400.0,AAPL
1981-09-08,0.0887276753783226,0.0887276753783226,0.0881696417927742,0.0881696417927742,0.06956196576356888,25446400.0,AAPL
1981-09-09,0.0881696417927742,0.0887276753783226,0.0881696417927742,0.0881696417927742,0.06956196576356888,30531200.0,AAPL
1981-09-10,0.0887276753783226,0.0892857164144516,0.0887276753783226,0.0887276753783226,0.0700022354722023,34809600.0,AAPL
1981-09-11,0.0881696417927742,0.0881696417927742,0.0876116082072258,0.0876116082072258,0.06912170350551605,17539200.0,AAPL
1981-09-14,0.0853794664144516,0.0853794664144516,0.0848214253783226,0.0848214253783226,0.06692036986351013,27686400.0,AAPL
1981-09-15,0.0831473246216774,0.0831473246216774,0.0825892835855484,0.0825892835855484,0.06515932083129883,19510400.0,AAPL
1981-09-16,0.0814732164144516,0.0814732164144516,0.0809151753783226,0.0809151753783226,0.06383848935365677,19353600.0,AAPL
1981-09-17,0.0792410746216774,0.0792410746216774,0.0786830335855484,0.0786830335855484,0.06207743659615517,19376000.0,AAPL
1981-09-18,0.0792410746216774,0.0797991082072258,0.0792410746216774,0.0792410746216774,0.06251771748065948,26320000.0,AAPL
1981-09-21,0.0797991082072258,0.0803571417927742,0.0797991082072258,0.0797991082072258,0.06295797228813171,49033600.0,AAPL
1981-09-22,0.0758928582072258,0.0758928582072258,0.0753348246216774,0.0753348246216774,0.05943586677312851,47420800.0,AAPL
1981-09-23,0.0747767835855484,0.0747767835855484,0.0736607164144516,0.0736607164144516,0.05811506137251854,28201600.0,AAPL
1981-09-24,0.0736607164144516,0.0736607164144516,0.0731026753783226,0.0731026753783226,0.05767479166388512,18300800.0,AAPL
1981-09-25,0.0647321417927742,0.0647321417927742,0.0636160746216774,0.0636160746216774,0.050190266221761703,34608000.0,AAPL
1981-09-28,0.0641741082072258,0.0647321417927742,0.0641741082072258,0.0641741082072258,0.05063053220510483,91728000.0,AAPL
1981-09-29,0.0675223246216774,0.0680803582072258,0.0675223246216774,0.0675223246216774,0.05327214300632477,94684800.0,AAPL
1981-09-30,0.0680803582072258,0.0686383917927742,0.0680803582072258,0.0680803582072258,0.0537123940885067,49996800.0,AAPL
1981-10-01,0.0680803582072258,0.0686383917927742,0.0680803582072258,0.0680803582072258,0.0537123940885067,61129600.0,AAPL
1981-10-02,0.0736607164144516,0.07421875,0.0736607164144516,0.0736607164144516,0.05811506137251854,45046400.0,AAPL
1981-10-05,0.0758928582072258,0.0770089253783226,0.0758928582072258,0.0758928582072258,0.05987613648176193,43097600.0,AAPL
1981-10-06,0.0758928582072258,0.0758928582072258,0.0753348246216774,0.0753348246216774,0.05943586677312851,28358400.0,AAPL
1981-10-07,0.0797991082072258,0.0809151753783226,0.0797991082072258,0.0797991082072258,0.06295797228813171,38841600.0,AAPL
1981-10-08,0.0825892835855484,0.0831473246216774,0.0825892835855484,0.0825892835855484,0.06515932083129883,31091200.0,AAPL
1981-10-09,0.0831473246216774,0.0842633917927742,0.0831473246216774,0.0831473246216774,0.06559960544109344,54521600.0,AAPL
1981-10-12,0.0859375,0.0864955335855484,0.0859375,0.0859375,0.06780090183019638,27350400.0,AAPL
1981-10-13,0.0859375,0.0870535746216774,0.0859375,0.0859375,0.06780090183019638,44195200.0,AAPL
1981-10-14,0.0814732164144516,0.0814732164144516,0.0809151753783226,0.0809151753783226,0.06383848935365677,30979200.0,AAPL
1981-10-15,0.0825892835855484,0.0831473246216774,0.0825892835855484,0.0825892835855484,0.06515932083129883,29433600.0,AAPL
1981-10-16,0.08203125,0.08203125,0.0814732164144516,0.0814732164144516,0.06427878141403198,36467200.0,AAPL
1981-10-19,0.0831473246216774,0.0837053582072258,0.0831473246216774,0.0831473246216774,0.06559960544109344,20585600.0,AAPL
1981-10-20,0.0876116082072258,0.0881696417927742,0.0876116082072258,0.0876116082072258,0.06912170350551605,35728000.0,AAPL
1981-10-21,0.0876116082072258,0.0881696417927742,0.0876116082072258,0.0876116082072258,0.06912170350551605,76899200.0,AAPL
1981-10-22,0.0876116082072258,0.0876116082072258,0.0870535746216774,0.0870535746216774,0.06868142634630203,32278400.0,AAPL
1981-10-23,0.0853794664144516,0.0853794664144516,0.0848214253783226,0.0848214253783226,0.06692036986351013,27910400.0,AAPL
1981-10-26,0.0848214253783226,0.0853794664144516,0.0848214253783226,0.0848214253783226,0.06692036986351013,27283200.0,AAPL
1981-10-27,0.0864955335855484,0.0876116082072258,0.0864955335855484,0.0864955335855484,0.0682411715388298,85590400.0,AAPL
1981-10-28,0.0892857164144516,0.08984375,0.0892857164144516,0.0892857164144516,0.07044248282909393,44172800.0,AAPL
1981-10-29,0.0887276753783226,0.0887276753783226,0.0881696417927742,0.0881696417927742,0.06956196576356888,30486400.0,AAPL
1981-10-30,0.0892857164144516,0.08984375,0.0892857164144516,0.0892857164144516,0.07044248282909393,52729600.0,AAPL
1981-11-02,0.0892857164144516,0.08984375,0.0892857164144516,0.0892857164144516,0.07044248282909393,36915200.0,AAPL
1981-11-03,0.0887276753783226,0.0887276753783226,0.0881696417927742,0.0881696417927742,0.06956196576356888,28380800.0,AAPL
1981-11-04,0.0864955335855484,0.0864955335855484,0.0859375,0.0859375,0.06780090183019638,23811200.0,AAPL
